"id","type","product"
"POR.POSTING.REVERSAL","U","PP"
"POR.POSTINGLINE","L","PP"
"POR.REMITTANCEINFSTRUCTURED","L","PP"
"POR.REPAIR.AUDIT","L","PP"
"POR.REPAIR.AUDITLOGS","L","PP"
"POR.SCREENINGREQUESTS","L","PP"
"POR.SETTLEMENTPENDING","L","PP"
"POR.SMSCONFIRMATIONS","L","PP"
"POR.SO.TRANSACTION","U","PP"
"POR.STATEMENTLINE","L","PP"
"POR.SUPPLEMENTARY.INFO","L","PP"
"POR.SWIFTCONFIRMATIONS","L","PP"
"POR.TRANSACTION","L","PP"
"PORTFOLIO.CONSTRAINT","H","SC"
"PORTFOLIO.GROUPING","H","SC"
"POS.ACCT.CORRECTION","H","AC"
"POS.MVMT.HIST","L","AC"
"POS.MVMT.LWORK.DAY","L","AC"
"POS.MVMT.TODAY","L","AC"
"POS.TRANSACTION","L","AC"
"POSITION","L","AC"
"POSITION.LWORK.DAY","L","AC"
"POSITION.TRANSFER","H","SC"
"POSTING.RESTRICT","H","AC"
"PP.AGENT","H","PP"
"PP.ALLOWED.IPSYBIC","U","PP"
"PP.AUTH.CHEQUE.DEBIT","W","PP"
"PP.AUTH.DIRECT.DEBIT","W","PP"
"PP.AUTH.ENTRY","W","PP"
"PP.AUTH.REPAIR","W","PP"
"PP.AUTHORIZATIONPRINCIPLE","H","PP"
"PP.AUTHORIZATIONPRINCIPLE.PDS","H","PP"
"PP.AUTO.REPAIR.INSTANCE","H","PP"
"PP.AUTO.REPAIR.RETURNCODE","H","PP"
"PP.BALANCE.CHECK.REQUIRED","H","PP"
"PP.BANK.CODE","U","PP"
"PP.BANK.CONDITIONS","H","PP"
"PP.BANK.CONDITIONS.PDS","H","PP"
"PP.BANKCHARGES","H","PP"
"PP.BANKCHARGES.PDS","H","PP"
"PP.BANKCLAIMSCONTROL","H","PP"
"PP.BANKCLAIMSCONTROL.PDS","H","PP"
"PP.BATCH.SUSPENSE.ACCOUNT","H","PP"
"PP.BIC.TABLE","U","PP"
"PP.BOUNDARY.DATE","H","PP"
"PP.BULKCHILDDETAILS","L","PP"
"PP.CHANNEL","H","PP"
"PP.CHANNEL.CUTOFF","H","PP"
"PP.CHANNEL.CUTOFF.PDS","H","PP"
"PP.CHAR.CONVERSION","H","PP"
"PP.CHATS.DIRECTORY","H","PP"
"PP.CHATS.DIRECTORY.PDS","H","PP"
"PP.CHEQUE.DEBIT.RELEASE","W","PP"
"PP.CHEQUE.DEBIT.REPAIR","W","PP"
"PP.CLAIMS","H","PP"
"PP.CLEARING","H","PP"
"PP.CLEARING.COMPANY","H","PP"
"PP.CLEARING.DIRECTORY","H","PP"
"PP.CLEARING.DIRECTORY.REPORT","L","PP"
"PP.CLEARING.FREQUENCY","H","PP"
"PP.CLEARING.NATURE.CODE","H","PP"
"PP.CLEARING.NONWORKINGDAY","H","PP"
"PP.CLEARING.RETURNCODE","H","PP"
"PP.CLEARING.SETTING","H","PP"
"PP.CLEARING.SETTING.PDS","H","PP"
"PP.CLEARING.STATUS.REPORT","L","PP"
"PP.CLEARINGCORRESPONDENTS","H","PP"
"PP.CLIENT.CONDITIONRECORD","H","PP"
"PP.CLIENT.CONDITIONRECORD.PDS","H","PP"
"PP.CLIENTCHARGES","H","PP"
"PP.CLIENTCHARGES.PDS","H","PP"
"PP.CLIENTCOND.PRODUCT","H","PP"
"PP.CLR.REPORTS.FILE","H","PP"
"PP.COMPANY","H","PP"
"PP.COMPANY.PROPERTIES","H","PP"
"PP.COMPONENT.API.HOOK","H","PP"
"PP.CONTRACT","H","PP"
"PP.CONTRACT.PDS","H","PP"
"PP.COUNTRYIBANSTRUCTURE","U","PP"
"PP.CURRENCY","H","PP"
"PP.CURRENCY.DEALER","H","PP"
"PP.CURRENCY.NONWORKINGDAY","H","PP"
"PP.CUSTOMERRESPONSESECTION","L","PP"
"PP.CUTOFFTIME.MONITOR.CONCAT","L","PP"
"PP.DEBIT.VALUE.DATE","H","PP"
"PP.DIRECT.DEBIT","W","PP"
"PP.ERROR.REASON.CODE","H","PP"
"PP.ERRORCODE","H","PP"
"PP.ERRORTYPES","H","PP"
"PP.EXCLUSION.LIST","H","PP"
"PP.EXPOSURE.DATE","H","PP"
"PP.EXTERNAL.REQUESTS","U","PP"
"PP.FEE.PRODUCT","H","PP"
"PP.FEETYPE","H","PP"
"PP.FEETYPECREDITACCOUNT","H","PP"
"PP.FILTERING.PAYMENTS","H","PP"
"PP.FILTERING.PRODUCT","H","PP"
"PP.HEAVYWEIGHTPRODUCTCOND","H","PP"
"PP.HEAVYWEIGHTPRODUCTCOND.PDS","L","PP"
"PP.HOLIDAY.LOGIC","H","PP"
"PP.IN.CHANNELS","H","PP"
"PP.IN.CLAIM.REQ","U","PP"
"PP.IN.CREDIT.TRANSFER.INITIATION","L","PP"
"PP.IN.ENTRY.PARAM","H","PP"
"PP.INBOUND.CODEWORD","H","PP"
"PP.INBOUND.CODEWORD.PDS","L","PP"
"PP.INBOUND.OUTBOUND.CDWMP","H","PP"
"PP.INBOUND.OUTBOUND.CDWMP.PDS","L","PP"
"PP.INPUT.FILE","L","PP"
"PP.INSUFFOUTB.OUR.CHARGE","H","PP"
"PP.INVST.FILE","H","PP"
"PP.LC.TSA.FREQUENCIES","U","PP"
"PP.LEDGER.PRODUCT.CODES","H","PP"
"PP.LIGHTWEIGHTPRODUCTCOND","H","PP"
"PP.LIGHTWEIGHTPRODUCTCOND.PDS","L","PP"
"PP.LORO.NOSTRO.ACCOUNT","H","PP"
"PP.LORO.NOSTRO.ACCOUNT.PDS","H","PP"
"PP.MANUAL.AUTH.REQUIRED","H","PP"
"PP.MEDIUMWEIGHTPRODUCTCOND","H","PP"
"PP.MEDIUMWEIGHTPRODUCTCOND.PDS","H","PP"
"PP.MSG.ACCEPTANCE.PARAM","H","PP"
"PP.MSG.FORMAT","H","PP"
"PP.MSG.FORMAT.PER.CHANNEL","H","PP"
"PP.MSGMAPPINGPARAMETER","H","PP"
"PP.MSGPAYMENTTYPE","H","PP"
"PP.MSGPAYMENTTYPECHANNEL","H","PP"
"PP.MULTIPLE.MSG.SWIFT","L","PP"
"PP.NETTING.AGREEMENT","H","PP"
"PP.NETTING.AGREEMENT.PDS","L","PP"
"PP.NO.RMA","H","PP"
"PP.NODA.LIST","H","PP"
"PP.NON.CUSTOMER.ACCOUNTS","H","PP"
"PP.OCP.ACCOUNT","U","PP"
"PP.ORDER.ENTRY","H","PP"
"PP.OUT.CC.TRANSACTION","L","PP"
"PP.OUT.CT.TRANSACTION","L","PP"
"PP.OUT.CUSTOMER.STATUS.REPORT","L","PP"
"PP.OUT.DD.TRANSACTION","L","PP"
"PP.OUTBOUND.CDWRDGEN","H","PP"
"PP.OUTBOUND.CDWRDGEN.PDS","L","PP"
"PP.OUTPUT.FILE","L","PP"
"PP.PARENT.RELEASE","U","PP"
"PP.PARTY.ROLE","H","PP"
"PP.PAYMENT.RELEASE","U","PP"
"PP.PAYMENT.ROUTER.COMPANY","H","PP"
"PP.PHONE.CONFIRMATIONS","U","PP"
"PP.POSTING.PRODUCT","H","PP"
"PP.POSTING.SET","H","PP"
"PP.POSTING.SET.PDS","H","PP"
"PP.POSTING.TOKENS","H","PP"
"PP.PREFERREDCORRESPONDENT","H","PP"
"PP.PREFERREDCORRESPONDENT.PDS","H","PP"
"PP.PROCESSING.SEQUENCE","H","PP"
"PP.PROGRAM.CHARACTERISTIC","H","PP"
"PP.PROGRAMS.PER.WEIGHT","H","PP"
"PP.RECEIVED.FILE.DETAILS","U","PP"
"PP.REGION","H","PP"
"PP.REJECT.RESPONSE.ACTION","H","PP"
"PP.REPAIR","W","PP"
"PP.RETURN.MAPPING.PARAM","H","PP"
"PP.RISK.FILTER.CONDITIONS","H","PP"
"PP.RISK.FILTER.CONDITIONS.PDS","L","PP"
"PP.RISK.FILTER.OUTPUT","U","PP"
"PP.RMA","H","PP"
"PP.ROUTING.PRODUCT","H","PP"
"PP.RPSSCL.CLEARING.DIRECTORY","H","PP"
"PP.RSCHANNEL.SELECTION","H","PP"
"PP.SCREENING.REQUESTS","U","PP"
"PP.SEND.DATE","H","PP"
"PP.SLA.PER.CODEWORD","H","PP"
"PP.SO.TRANSACTION","U","PP"
"PP.SOURCE","H","PP"
"PP.SOURCE.SETTING","H","PP"
"PP.SOURCEPRODUCTGROUP","H","PP"
"PP.SPECIFIC.WEIGHT","H","PP"
"PP.STANDALONE.REQUEST.MAPPING","H","PP"
"PP.STANDALONE.REQUEST.PARAMETER","H","PP"
"PP.STANDINGSETTMNTINSTRUC","H","PP"
"PP.STATEMENT.FORMAT","H","PP"
"PP.STATUS.ACTION","H","PP"
"PP.STATUS.CODE","H","PP"
"PP.STEP2.CLEARING.DIRECTORY","H","PP"
"PP.SWIFT.TRANS.TYPECODE","H","PP"
"PP.TARGET2.DIRECTORY","U","PP"
"PP.TRANSACTION.TABLES","H","PP"
"PP.TRANSACTION.TYPES","H","PP"
"PP.VIRTUAL.QUEUE.CONCAT","L","PP"
"PP.VIRTUAL.QUEUE.LIST","U","PP"
"PP.VIRTUAL.QUEUE.LIST.CONCAT","T","PP"
"PP.WAREHOUSE.PAYMENTS","W","PP"
"PPL.FILTERREJECTRESPONSE","L","PP"
"PPT.ACCUMULATOR","L","PP"
"PPT.ALLOWEDIPSYBIC","L","PP"
"PPT.AUTOREPAIRLOG","L","PP"
"PPT.BANKCODE","L","PP"
"PPT.BANKCODE.HIST","L","PP"
"PPT.BANKOPERATIONCODEWORD","L","PP"
"PPT.BATCHFILESTORE","L","PP"
"PPT.BICTABLE","L","PP"
"PPT.BICTABLE.HIST","L","PP"
"PPT.CLAIMSSECTION","L","PP"
"PPT.CLEARING","L","PP"
"PPT.CLEARINGHISTORYLOG","L","PP"
"PPT.CODEWORDDISALLOWCOMB","L","PP"
"PPT.COUNTRYIBANSTRUCTURE","L","PP"
"PPT.CURRENCYNONWORKINGDAY","L","PP"
"PPT.ERRORLOG","L","PP"
"PPT.FTNUMBERPERCOMPANY","L","PP"
"PPT.HISTORYLOG","L","PP"
"PPT.LCTSAFREQUENCIES","L","PP"
"PPT.LCTSARUN","L","PP"
"PPT.OCPACCOUNT","L","PP"
"PPT.OE.TEMPLATE","H","PP"
"PPT.OE.TEMPLATE.CONCAT","L","PP"
"PPT.PAYMENTROUTERRESPONSE","L","PP"
"PPT.PROGRAMSPERWEIGHT","L","PP"
"PPT.RECEIVEDBULKDETAILS","H","PP"
"PPT.RECEIVEDFILEDETAILS","L","PP"
"PPT.RECEIVEDFILEDETAILS.HIST","L","PP"
"PPT.RISKFILTEROUTPUT","L","PP"
"PPT.SENTBULKDETAILS","H","PP"
"PPT.SENTFILEDETAILS","H","PP"
"PPT.STATEMENTLINES","L","PP"
"PPT.STATIC.TRACKER","L","PP"
"PPT.TARGET2DIRECTORY","L","PP"
"PPT.TRIPLINES","L","PP"
"PR.CUSTOMER.BALANCE","L","RE"
"PRB.BLOB","L","PP"
"PRE.SYNDICATION.FILE","H","SL"
"PREM.PROC.PREMPTED","T","IC"
"PREMIUM.DETAILS","L","IC"
"PRF.BLOB","L","PP"
"PRF.DUPLICATEFILECHECK","L","PP"
"PRF.HASHTOTAL","L","PP"
"PRICE.TYPE","H","SC"
"PRICE.UPDATE","H","SC"
"PRINT.CUST.OUTPUT","W","DE"
"PRINT.STATEMENT","W","ST"
"PRINT.STMT.PARAMS","W","ST"
"PRINTER.ATTRIBUTES","U","EB"
"PRINTER.ID","U","EB"
"PRIOR.ACCT.ACCT.ACTIVITY","T","IC"
"PRIOR.ACCT.ACTIVITY","L","IC"
"PRM.ABORTNOTIFICATIONRECEIVED","L","PP"
"PRM.BLOB","H","PP"
"PRM.SWIFTRESPONSE","L","PP"
"PROTECTION.USAGE","L","AC"
"PROTOCOL","L","EB"
"PS.CONFIG.LAYOUT","U","EB"
"PS.CONTEXT.LINK","H","EB"
"PS.MENU","H","EB"
"PS.PREFERENCES","H","EB"
"PS.QUERY","H","EB"
"PS.QUERY.PRESENTATION","H","EB"
"PS.QUERY.VIEW","U","EB"
"PS.ROLE","H","EB"
"PS.STOP","L","ST"
"PS.VERSION","H","EB"
"PS.VERSION.PRESENTATION","H","EB"
"PSB.BLOB","L","PP"
"PSD.PARAMETER","H","PX"
"PSD.REPORT","H","PX"
"PSF.BLOB","L","PP"
"PSM.BLOB","U","PP"
"PV.ASSET.DETAIL","H","PV"
"PV.ASSET.DETAIL.HIST","L","PV"
"PV.CUSTOMER.DETAIL","H","PV"
"PV.CUSTOMER.DETAIL.HIST","L","PV"
"PV.LOAN.CLASSIFICATION","H","PV"
"PV.MANAGEMENT","H","PV"
"PV.MANAGEMENT.CTRL","L","PV"
"PV.PROFILE","H","PV"
"PV.PROFILE.XREF","T","PV"
"PW.ACTIVITY","H","PW"
"PW.ACTIVITY.CATALOGUE","H","PW"
"PW.ACTIVITY.OBJECT","U","PW"
"PW.ACTIVITY.TXN","H","PW"
"PW.AF.ACCOUNT","D","PW"
"PW.AF.ACCT.NAME.CHANGE","D","PW"
"PW.AF.DEPOSIT","D","PW"
"PW.AF.MOBILE.SERVICE","D","MO"
"PW.DEF.PUBLISHER","H","PW"
"PW.EXT.ACTIONS","H","PW"
"PW.MAP.SOURCE","H","PW"
"PW.MAPPING","H","PW"
"PW.MB.INTERVIEW.SCREEN","D","PW"
"PW.PARAMETER","H","PW"
"PW.PARTICIPANT","H","PW"
"PW.PROCESS","H","PW"
"PW.PROCESS.DEFINITION","H","PW"
"PW.PROCESS.DEFINITION.CATALOGUE","H","PW"
"PW.STATUS","H","PW"
"PW.TRANSITION","H","PW"
"PW.TRANSITION.CATALOGUE","H","PW"
"PW.TXN.REF","T","PW"
"PW.VERB","U","PW"
"RADAR.INTERFACE","W","AM"
"RADAR.PARAMETER","H","AM"
"RANK.BASE.CURRENCY","L","ST"
"RANK.CURRENCY","T","ST"
"RC.CAPTURE","H","RC"
"RC.CHANGE","H","RC"
"RC.CONDITION","H","RC"
"RC.CONTRACT.PRIORITY","H","RC"
"RC.DETAIL","L","RC"
"RC.DETAIL.HIST","L","RC"
"RC.DETAIL.LINK","L","AC"
"RC.PENDING.TXNS","L","RC"
"RC.PRIORITY","H","RC"
"RC.PRODUCT.PRIORITY","H","RC"
"RC.RETRY.TRIGGER","L","RC"
"RC.TYPE","H","RC"
"RE.ACCT.OPEN.BAL","L","RE"
"RE.AMT.ABBREV","U","RE"
"RE.BAL.DIFFERENCE","L","SE"
"RE.BASE.CCY.PARAM","H","RE"
"RE.BASE.CCY.REQ","W","RE"
"RE.CCY.CONSOL","T","RE"
"RE.COLLATERAL","L","CO"
"RE.CONSOL.ACCOUNT","T","RE"
"RE.CONSOL.AL","T","RE"
"RE.CONSOL.AL.SEQU","T","RE"
"RE.CONSOL.ASSET.LINE","L","RE"
"RE.CONSOL.BONDS","T","RE"
"RE.CONSOL.CONTRACT","T","RE"
"RE.CONSOL.FOREX","T","RE"
"RE.CONSOL.IC","T","RE"
"RE.CONSOL.IC.SEQU","T","RE"
"RE.CONSOL.LOAN","T","RE"
"RE.CONSOL.MM","T","RE"
"RE.CONSOL.PROFIT","T","RE"
"RE.CONSOL.PROFIT.LINE","L","RE"
"RE.CONSOL.REQUEST","W","RE"
"RE.CONSOL.SPEC.ENT.KEY","T","RE"
"RE.CONSOL.SPEC.ENTRY","L","AC"
"RE.CONSOL.STMT.ENT.KEY","T","RE"
"RE.CONTRACT.BALANCES","L","RE"
"RE.CONTRACT.EXTRACT","L","RE"
"RE.DEAL.BALANCES","L","RE"
"RE.EXPORT.REQUEST","W","RE"
"RE.EXTRACT.PARAMS","U","RE"
"RE.FIN.DETAILS.PARAM","H","RE"
"RE.FOREX.OPTION","L","FX"
"RE.IMPORT.REQUEST","W","RE"
"RE.JOURNAL.WORK","L","RE"
"RE.KEY.DETAIL","H","RE"
"RE.LMM.BALANCES","L","LM"
"RE.LMM.INT.PAYMENT","L","LM"
"RE.MNEMONIC.LINE","T","RE"
"RE.OLD.CONSOL.KEY","L","RE"
"RE.PL.PREFIXES","L","RE"
"RE.PL.REPORT.WORK","L","RE"
"RE.POSITION.BALANCE","L","AC"
"RE.REGEN.REQUEST","W","RE"
"RE.REP.STAT.LINK","H","RE"
"RE.RETURN.EXTRACT","W","RE"
"RE.RPT.CCY.RATE","H","RE"
"RE.SPEC.ENT.LWORK.DAY","T","AC"
"RE.SPEC.ENT.TODAY","T","AC"
"RE.SPEC.ENTRY.DETAIL","L","AC"
"RE.SPEC.ENTRY.XREF","T","AC"
"RE.STAT.BAL.REC","W","RE"
"RE.STAT.COLUMN.RANGE","H","RE"
"RE.STAT.COLUMN.TYPE","H","RE"
"RE.STAT.CROSS.LINE","T","RE"
"RE.STAT.ENT.FORMAT","U","RE"
"RE.STAT.LINE.BAL","L","RE"
"RE.STAT.LINE.CHANGE","W","RE"
"RE.STAT.LINE.CONT","L","RE"
"RE.STAT.LINE.MVMT","T","RE"
"RE.STAT.MISMATCH","W","RE"
"RE.STAT.NAME","H","RE"
"RE.STAT.NAME.REPORT","T","RE"
"RE.STAT.OUTPUT","H","RE"
"RE.STAT.RANGE","H","RE"
"RE.STAT.REP.LINE","U","RE"
"RE.STAT.REPORT.HEAD","H","RE"
"RE.STAT.REQUEST","W","RE"
"RE.STAT.TOTAL.RANGE","H","RE"
"RE.STAT.VAR1","L","RE"
"RE.STAT.VAR1.RANGE","L","RE"
"RE.TRANSFER.PARAMETER","H","RE"
"RE.TXN.CODE","H","AC"
"REBUILD.ACCT.AVAIL","U","AC"
"REBUILD.TRAN.CHARGES","U","IC"
"RECORD.LOCK","W","EB"
"REDEMPTION.CUS","H","SC"
"REDEMPTION.DET","H","SC"
"REDEMPTION.JOURNAL","L","SC"
"REDEMPTION.TYPE","H","SC"
"REFERAL","H","AC"
"REG.FILES.SUMMARY","L","SE"
"REG.PROGRAMS.SUMMARY","L","SE"
"REGION","H","ST"
"RELATION","H","ST"
"RELATION.CUSTOMER","L","ST"
"RELATIONSHIP.CUST.GROUP","L","ST"
"RELEASE.CONTROL","H","EB"
"REP.AC.GET.INT.RATE","R","RE"
"REP.ADD.TO.DATE","R","LD"
"REP.DAYS.CALC","R","EB"
"REP.EXTRACT.DATE.SUM","R","LD"
"REP.EXTRACT.HIGHEST.VALUE","R","LD"
"REP.EXTRACT.NEXT.EVENT.DATE","R","LD"
"REP.EXTRACT.NEXT.EVENT.DT","R","LD"
"REP.EXTRACT.PAYMENT.DTLS","R","LD"
"REP.EXTRACT.SUBSEQUENT.DATE","R","LD"
"REP.EXTRACT.SUBSEQUENT.DT","R","LD"
"REP.EXTRACT.VALUE","R","LD"
"REP.GET.LAST.MATCH","R","EB"
"REP.GET.OVERDUE.DAYS","R","LD"
"REP.JULDATE","R","EB"
"REP.NEXT.WORKING.DAY","R","EB"
"REPGEN.CREATE","H","EB"
"REPGEN.OUTPUT","W","EB"
"REPGEN.SORT","W","EB"
"REPO","H","RP"
"REPO.AGREEMENT.TYPE","H","RP"
"REPO.PARAMETER","H","RP"
"REPO.POSITION","L","RP"
"REPO.TYPE","H","RP"
"REPORT.CONTROL","H","EB"
"REPORT.DESTINATION","H","EB"
"REPORT.FILE.TYPE","H","EB"
"REPORT.ORIENTATION","H","EB"
"REPORT.PAPER.SIZE","H","EB"
"REPORT.TIMES","L","EB"
"REPORT.TRANSFORM","H","EB"
"REPORT.TYPE","H","EB"
"REPRINT.STMT.PARAMS","W","ST"
"RERUN.CP.SWEEP","L","PO"
"RESEQ.TRN.DATE","H","SC"
"RESO.POSITION","L","RP"
"RESTRICTION","H","EB"
"REV.GROUP.CP","H","PO"
"REVAL.ADDON.PERCEN","H","AC"
"REVAL.PARAM.ENT.TODAY","L","AC"
"REVAL.REPORT.SAVED","L","AC"
"REVALUATION.PARAMETER","H","AC"
"REVERSE.REL.CUST","T","ST"
"RG.APPLICATION.COLLATERAL","R","EB"
"RG.COLLATERAL.BALANCES","R",""
"RG.CONCAT.IDS","R","RE"
"RG.CONVERT","R",""
"RG.CRB.TYPE","R","EB"
"RG.CUS.AL.POS","R","AC"
"RG.DATE.FOR","R","EB"
"RG.FIELDS","R","EB"
"RG.HIGHEST","R","EB"
"RG.LIMIT.ACCOUNT.OS","R","RG"
"RG.LIMIT.COLLAT.RIGHT","R","EB"
"RG.LIMIT.LINE.IDS","R",""
"RG.LIMIT.SECURED.AMT","R","EB"
"RG.LOCAL.TABLE.TEXT","R","EB"
"RG.MULTIPLY","R","EB"
"RG.OVERRIDE.MSG","R","EB"
"RG.REPLACE.SUM","R","EB"
"RG.SUBSTRINGS","R","RE"
"RG.SUM","R","EB"
"RG.TXN.TYPE","R","EB"
"RG.XCURRENCY","R","AC"
"RIGHT.COLLATERAL","T","CO"
"RISK.CLASS","H","ST"
"RP.ALT.NOSTRO","L","RP"
"RP.GROUP.PARAMETER","H","RP"
"RP.SCTR.UPD.SCHEDULES","L","RP"
"RR.PARAM","H","RR"
"RR.XSD.EVENTS","L","RR"
"RUN.BENCHMARK.TAKEON","W","AM"
"RUN.GRP.PERF.TAKEON","W","AM"
"RUN.INST.PERF.TAKE.ON","W","AM"
"RUN.PERFORMANCE.TAKEON","W","AM"
"SA.DATA.GROUP","H","SA"
"SA.DATA.TYPES","H","SA"
"SA.RATIOS","H","SA"
"SA.SCORE.CARD","H","SA"
"SA.SCORE.DATA","H","SA"
"SA.SCORE.LIMIT","H","SA"
"SA.SCORE.PARAMETER","H","SA"
"SA.SCORE.TXN","H","SA"
"SAFECUSTODY.EXTRACT","H","SC"
"SAFECUSTODY.EXTRACT.POSTED","H","AM"
"SAFECUSTODY.VALUES","U","SC"
"SAFEKEEP.HOLDING","H","SC"
"SAFEKEEP.HOLDING.POSTED","H","AM"
"SAFEKEEP.HOLDING.REVERSAL","H","AM"
"SAL.ENTRY","L","EB"
"SAL.PARAMETERS","U","EB"
"SAL.TABLES","U","EB"
"SAVINGS.PREMIUM","H","IC"
"SC.ACC.MASTER.CONV","H","EU"
"SC.ADJ.TXN.UPDATE","H","SC"
"SC.ADV.FEES.ACTIVITY","L","SC"
"SC.ADV.FEES.POST","H","SC"
"SC.ADVISORY.CHG","H","SC"
"SC.ADVISORY.CHG.POSTED","H","AM"
"SC.ADVISORY.CHG.REVERSAL","H","AM"
"SC.AGENT.PLACE","H","SC"
"SC.ALLOCATE.SEGMENT","H","SC"
"SC.ALT.ISIN.LIST","L","SC"
"SC.ASSET.BAL","H","SC"
"SC.ASSET.BAL.POSTED","H","AM"
"SC.AUTO.GROUP.ORDERS","H","SC"
"SC.BDG.REPORTS","W","SC"
"SC.BDG.REPORTS.REQ","W","SC"
"SC.BLOCK.SEC.POS","H","SC"
"SC.BOND.ROUNDING","H","SC"
"SC.BOOK.COST","H","SC"
"SC.BROK.STK.EXCH.FEES","H","SC"
"SC.BUILD.UPFRONT.POSITION","H","SC"
"SC.BULK.CHILD.AUTHORISE","H","SC"
"SC.BULK.EXCEPTION.LOG","L","SC"
"SC.BULK.REPLACE","H","SC"
"SC.BULK.TRANS.MATCHING","H","SC"
"SC.BULK.TRANSFER","H","SC"
"SC.BULK.UPDATE.PARAMETER","H","SC"
"SC.CA.DATE.TYPE","H","SC"
"SC.CA.ERROR.LOG","H","SC"
"SC.CA.OPTION.DESC","H","SC"
"SC.CA.PARAMETER","H","SC"
"SC.CA.PRE.ADVICE","H","SC"
"SC.CA.REASON.CODE","H","SC"
"SC.CA.STATUS.CODE","H","SC"
"SC.CALCULATE.CPN","H","SC"
"SC.CASH.FLOW.TRANS","L","SC"
"SC.CCY.RANK","H","SC"
"SC.CGT.PROCESSING","T","SC"
"SC.CHARGE.TAX.CALC","H","SC"
"SC.CHARGE.TAX.CALC.CREATE","H","SC"
"SC.CLEARING.SYSTEM","U","SC"
"SC.COLLATERAL","L","CO"
"SC.CU.DEPO.DEFAULT","H","SC"
"SC.CUSTOMER.MARGIN","H","ST"
"SC.DAILY.ACCRUAL.DETAIL","L","SC"
"SC.DEALER.DESK","H","SC"
"SC.DEALER.DESK.ROUTING","H","SC"
"SC.DEALER.DESK.SEGMENT","H","SC"
"SC.DEF.ACCOUNT","H","SC"
"SC.DEF.ANY.ACCOUNT","T","SC"
"SC.DEL.INSTR","H","SC"
"SC.DEPOT.POSITION","L","SC"
"SC.DEPOT.ROUTING","H","SC"
"SC.DIARY.EXEMPT.INCOME","H","SC"
"SC.ENT.AUTHORISE","U","SC"
"SC.ENT.INSTR","H","SC"
"SC.ENT.TODAY","L","SC"
"SC.ENT.VALIDATE","U","SC"
"SC.ENT.VERIFY","U","SC"
"SC.EX.DATE.MTR","L","SC"
"SC.EXE.SEC.ORDERS","H","SC"
"SC.EXE.SEC.TRADE","T","SC"
"SC.FEE.GROUP","U","SC"
"SC.FEE.GROUP.HIST","L","SC"
"SC.FEES.MODIFY","L","SC"
"SC.FEES.TO.POST","L","SC"
"SC.FRONT.ORDER","D","SC"
"SC.FUND.FLOW","L","SC"
"SC.GENERATE.INST","H","SC"
"SC.GROUP.COMPARE","W","SC"
"SC.GROUP.ORDERS","H","SC"
"SC.GROUP.PARAM","H","SC"
"SC.GROUP.PORT","U","SC"
"SC.GROUP.POS.ASSET","L","SC"
"SC.GROUP.TRADES","H","SC"
"SC.GROUP.TRADES.MAN.ACT","H","SC"
"SC.HIST.INDICES","L","SC"
"SC.HIST.VAL.UPDATE","L","SC"
"SC.HOLD.POS","L","SC"
"SC.IMPAIRMENT","H","SC"
"SC.INDICES","H","SC"
"SC.INDUSTRY","H","SC"
"SC.INTEGRITY","W","SC"
"SC.INVEST.PROGRAM.ACCEPT","D","SC"
"SC.ISSUER","H","SC"
"SC.LOCAL.TAX.PARAM","H","SC"
"SC.MANUAL.SETTLEMENT","L","SC"
"SC.MIFID.CLIENT.INFORMATION","D","SC"
"SC.MT536.INSTRUCT","H","SC"
"SC.MT548.MATCH.CODE","H","SC"
"SC.MT548.MATCH.QUEUE","H","SC"
"SC.MT548.REPAIR.QUEUE","H","SC"
"SC.MULTI.SEC.TRANSFER","D","SC"
"SC.NOTE.PAYOUT","H","SC"
"SC.NOTE.PRICE.BARRIER.TYPE","H","SC"
"SC.OBC.CUST.DETAIL","H","SC"
"SC.OPEN.PORTFOLIO","D","SC"
"SC.OPN.ORD.FILE","L","SC"
"SC.ORD.CONTROL","W","SC"
"SC.ORD.PROCESSING","L","SC"
"SC.ORDER.ROUTING","H","SC"
"SC.ORDER.SESSION","H","SC"
"SC.ORDER.TYPE","H","SC"
"SC.PARAMETER","H","SC"
"SC.PARTIAL.STP","H","SC"
"SC.PEND.BUY.ORDER","L","SC"
"SC.PERF.DETAIL","L","SC"
"SC.PERF.DETAIL.CUSTOM","L","SC"
"SC.PERF.DETAIL.MAN","H","AM"
"SC.PERF.PARAMETER","H","SC"
"SC.PM.PRESENT","U","SC"
"SC.PM.REPARTITION","U","SC"
"SC.PORT.COMPARE","W","SC"
"SC.PORT.CONDITION.TYPE","H","SC"
"SC.PORT.MODEL","L","SC"
"SC.PORT.ORDER","H","SC"
"SC.PORT.PERFORM.DETAIL","H","AM"
"SC.PORTFOLIO.ACCOUNT","D","SC"
"SC.PORTFOLIO.RISK.CLASS","H","SC"
"SC.POS.ADJUSTMENT","L","SC"
"SC.POS.ASSET","L","SC"
"SC.POS.ASSET.EXERCISE.PRC","L","SC"
"SC.POS.ASSET.EXERCISE.WORK","L","SC"
"SC.POS.ASSET.WHILE.COB","L","SC"
"SC.POS.ASSET.WORK.HIS","L","SC"
"SC.POS.ASSET.WORK.SUM","L","SC"
"SC.POS.ISSUER","L","SC"
"SC.PRE.DIARY","H","SC"
"SC.PRICE.CHANGE","U","SC"
"SC.PRICE.CHANGE.CON","L","SC"
