"object","property","value"
"AA.ARR.AC.ACCT.GROUP.CONDN>DEFER.CHARGE.DAYS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>CHARGE.PENDING.CAT|CATEGORY","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>TAX.PENDING.CAT|CATEGORY","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>AUTO.SETTLE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>CREDIT.CHECK",,
"AA.ARR.AC.ACCT.GROUP.CONDN>AVAILABLE.BAL.UPD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.VALUE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.BRK.RES",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEFAULT.NEGOTIABLE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.ATTRIBUTE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.VALUE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.MESSAGE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>CHANGED.FIELDS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NEGOTIATED.FLDS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.1",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.2",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.3",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.4",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.5",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ID.COMP.6",,
"AA.ARR.AC.ACCT.GROUP.CONDN>STMT.NOS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>TARGET.PRODUCT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SETTLE.ACCT.CLOSE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.BRK.MSG",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE7",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE6",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE4",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE3",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE2",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SYS.RESERVE1",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.OPTIONS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>ALLOW.TXN.CODE|TRANSACTION","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>DEBIT.RESTRICT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>RESTRICTED.MSG",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NOTICE.AMOUNT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NOTICE.PERIOD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>AVAILABILITY",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAXIMUM.INCREASE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MINIMUM.BAL",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAXIMUM.BAL",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MINIMUM.DEPOSIT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEPOSIT.UNIT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEP.TXN.CODE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEP.MATURITY",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAX.NO.DEPOSITS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEPOSIT.PERIOD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEP.PERIOD.TYPE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAXIMUM.DEPOSIT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>INC.TXN.CODE|TRANSACTION","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>MAX.DEP.INC",,
"AA.ARR.AC.ACCT.GROUP.CONDN>WDL.TXN.CODE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAXIMUM.PER.WDL",,
"AA.ARR.AC.ACCT.GROUP.CONDN>WDL.PERIOD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>WDL.PRD.TYPE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAX.WDL.AMT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>MAX.NO.WDLS",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PENALTY.CODE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>SINGLE.LIMIT.DEFLT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>WITHDRAWAL.UNIT",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.RESERVED.3",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.RESERVED.2",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.RESERVED.1",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.APP.METHOD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>PR.APP.PERIOD",,
"AA.ARR.AC.ACCT.GROUP.CONDN>DEFAULT.ATTR.OPTION",,
"AA.ARR.AC.ACCT.GROUP.CONDN>OWNING.COMPANY|COMPANY","type","strong"
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.ATTRIBUTE.RULE",,
"AA.ARR.AC.ACCT.GROUP.CONDN>NR.VALUE.SOURCE",,
"AA.ARR.AC.GENERAL.CHARGE>@ID",,
"AA.ARR.AC.GENERAL.CHARGE>ACTIVITY",,
"AA.ARR.AC.GENERAL.CHARGE>ACTION",,
"AA.ARR.AC.GENERAL.CHARGE>DEBIT.INT.ADDON|DEBIT.INT.ADDON","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>GOVERNMENT.MARGIN|GOVERNMENT.MARGIN","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>HIGHEST.DEBIT|HIGHEST.DEBIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>INTEREST.STATEMENT|INTEREST.STATEMENT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>BAL.REQUIREMENT|BALANCE.REQUIREMENT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>NUMBER.OF.CREDIT|NUMBER.OF.CREDIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>NUMBER.OF.DEBIT|NUMBER.OF.DEBIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>TURNOVER.CREDIT|TURNOVER.CREDIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>TURNOVER.DEBIT|TURNOVER.DEBIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>STATEMENT.CHARGE|ACCT.STATEMENT.CHARGE","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>TRANS.CODE.CHARGE",,
"AA.ARR.AC.GENERAL.CHARGE>COMB.TRNS.CHRG.CODE|TRANSACTION.CHARGE","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>CATEGORY|CATEGORY","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>TR.CODE.CR|TRANSACTION","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>TR.CODE.DR|TRANSACTION","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>CHARGE.CODE.LEVEL",,
"AA.ARR.AC.GENERAL.CHARGE>WAIVE.CHRG.NEG.BAL",,
"AA.ARR.AC.GENERAL.CHARGE>PERCT.FOR.OFFSET",,
"AA.ARR.AC.GENERAL.CHARGE>OFFSET.BAL.TYPE",,
"AA.ARR.AC.GENERAL.CHARGE>OFFSET.CURRENCY|CURRENCY","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>MIN.AV.BAL",,
"AA.ARR.AC.GENERAL.CHARGE>DAY.BASIS|INTEREST.BASIS","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>BAL.NO.OFFSET",,
"AA.ARR.AC.GENERAL.CHARGE>LOW.AMT.CHARGE",,
"AA.ARR.AC.GENERAL.CHARGE>CHARGE.OF.FCY.ACCT",,
"AA.ARR.AC.GENERAL.CHARGE>CALCUL.STEP.PERIOD",,
"AA.ARR.AC.GENERAL.CHARGE>COMB.DEBIT.CREDIT",,
"AA.ARR.AC.GENERAL.CHARGE>INT.CHRG.BAL.TYPE",,
"AA.ARR.AC.GENERAL.CHARGE>INT.CHARGE.DEF.BAL",,
"AA.ARR.AC.GENERAL.CHARGE>INT.CHRG.CCY|CURRENCY","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>INT.CHRG.BAL",,
"AA.ARR.AC.GENERAL.CHARGE>HIGHEST.DEBIT.CHG|HIGHEST.DEBIT","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>DEFAULT.MIN.AV.BAL",,
"AA.ARR.AC.GENERAL.CHARGE>DEFAULT.DAY.BASIS|INTEREST.BASIS","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>DEF.BAL.NO.OFFSET",,
"AA.ARR.AC.GENERAL.CHARGE>DEF.LOW.AMT.CHARGE",,
"AA.ARR.AC.GENERAL.CHARGE>COMBINED.TAX.CODE|TAX","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>PR.VALUE",,
"AA.ARR.AC.GENERAL.CHARGE>PR.BRK.RES",,
"AA.ARR.AC.GENERAL.CHARGE>DEFAULT.NEGOTIABLE",,
"AA.ARR.AC.GENERAL.CHARGE>NR.ATTRIBUTE",,
"AA.ARR.AC.GENERAL.CHARGE>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>NR.VALUE",,
"AA.ARR.AC.GENERAL.CHARGE>NR.MESSAGE",,
"AA.ARR.AC.GENERAL.CHARGE>CHANGED.FIELDS",,
"AA.ARR.AC.GENERAL.CHARGE>NEGOTIATED.FLDS",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.1",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.2",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.3",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.4",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.5",,
"AA.ARR.AC.GENERAL.CHARGE>ID.COMP.6",,
"AA.ARR.AC.GENERAL.CHARGE>TARGET.PRODUCT",,
"AA.ARR.AC.GENERAL.CHARGE>STMT.NOS",,
"AA.ARR.AC.GENERAL.CHARGE>PR.BRK.MSG",,
"AA.ARR.AC.GENERAL.CHARGE>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE7",,
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE6",,
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE4",,
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE3",,
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE2",,
"AA.ARR.AC.GENERAL.CHARGE>SYS.RESERVE1",,
"AA.ARR.AC.GENERAL.CHARGE>NR.OPTIONS",,
"AA.ARR.AC.GENERAL.CHARGE>PR.RESERVED.3",,
"AA.ARR.AC.GENERAL.CHARGE>PR.RESERVED.2",,
"AA.ARR.AC.GENERAL.CHARGE>PR.RESERVED.1",,
"AA.ARR.AC.GENERAL.CHARGE>PR.APP.METHOD",,
"AA.ARR.AC.GENERAL.CHARGE>PR.APP.PERIOD",,
"AA.ARR.AC.GENERAL.CHARGE>DEFAULT.ATTR.OPTION",,
"AA.ARR.AC.GENERAL.CHARGE>OWNING.COMPANY|COMPANY","type","strong"
"AA.ARR.AC.GENERAL.CHARGE>NR.ATTRIBUTE.RULE",,
"AA.ARR.AC.GENERAL.CHARGE>NR.VALUE.SOURCE",,
"AA.ARR.AC.GROUP.CAP>@ID",,
"AA.ARR.AC.GROUP.CAP>ACTIVITY",,
"AA.ARR.AC.GROUP.CAP>ACTION",,
"AA.ARR.AC.GROUP.CAP>DR.CAP.FREQUENCY",,
"AA.ARR.AC.GROUP.CAP>DR2.CAP.FREQUENCY",,
"AA.ARR.AC.GROUP.CAP>CR.CAP.FREQUENCY",,
"AA.ARR.AC.GROUP.CAP>CR2.CAP.FREQUENCY",,
"AA.ARR.AC.GROUP.CAP>SETTLE.ACCT.CLOSE",,
"AA.ARR.AC.GROUP.CAP>START.OF.DAY.CAP",,
"AA.ARR.AC.GROUP.CAP>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.ARR.AC.GROUP.CAP>PR.VALUE",,
"AA.ARR.AC.GROUP.CAP>PR.BRK.RES",,
"AA.ARR.AC.GROUP.CAP>PR.BRK.MSG",,
"AA.ARR.AC.GROUP.CAP>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE7",,
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE6",,
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE4",,
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE3",,
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE2",,
"AA.ARR.AC.GROUP.CAP>SYS.RESERVE1",,
"AA.ARR.AC.GROUP.CAP>DEFAULT.NEGOTIABLE",,
"AA.ARR.AC.GROUP.CAP>NR.ATTRIBUTE",,
"AA.ARR.AC.GROUP.CAP>NR.OPTIONS",,
"AA.ARR.AC.GROUP.CAP>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.ARR.AC.GROUP.CAP>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.ARR.AC.GROUP.CAP>NR.VALUE",,
"AA.ARR.AC.GROUP.CAP>NR.MESSAGE",,
"AA.ARR.AC.GROUP.CAP>CHANGED.FIELDS",,
"AA.ARR.AC.GROUP.CAP>NEGOTIATED.FLDS",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.1",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.2",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.3",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.4",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.5",,
"AA.ARR.AC.GROUP.CAP>ID.COMP.6",,
"AA.ARR.AC.GROUP.CAP>TARGET.PRODUCT",,
"AA.ARR.AC.GROUP.CAP>STMT.NOS",,
"AA.ARR.AC.GROUP.CAP>PR.RESERVED.3",,
"AA.ARR.AC.GROUP.CAP>PR.RESERVED.2",,
"AA.ARR.AC.GROUP.CAP>PR.RESERVED.1",,
"AA.ARR.AC.GROUP.CAP>PR.APP.METHOD",,
"AA.ARR.AC.GROUP.CAP>PR.APP.PERIOD",,
"AA.ARR.AC.GROUP.CAP>DEFAULT.ATTR.OPTION",,
"AA.ARR.AC.GROUP.CAP>OWNING.COMPANY|COMPANY","type","strong"
"AA.ARR.AC.GROUP.CAP>NR.ATTRIBUTE.RULE",,
"AA.ARR.AC.GROUP.CAP>NR.VALUE.SOURCE",,
"AA.ARR.AC.GROUP.INTEREST>@ID",,
"AA.ARR.AC.GROUP.INTEREST>ACTIVITY",,
"AA.ARR.AC.GROUP.INTEREST>ACTION",,
"AA.ARR.AC.GROUP.INTEREST>CR.MIN.WAIVE",,
"AA.ARR.AC.GROUP.INTEREST>CR.OFFSET.ONLY",,
"AA.ARR.AC.GROUP.INTEREST>CR.ZERO.INT.BAL",,
"AA.ARR.AC.GROUP.INTEREST>CR.ZERO.INT.OC",,
"AA.ARR.AC.GROUP.INTEREST>CR.ACCR.OPEN.AC",,
"AA.ARR.AC.GROUP.INTEREST>CR.ACCR.CLOSE.AC",,
"AA.ARR.AC.GROUP.INTEREST>CR2.MIN.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>CR2.OFFSET.ONLY",,
"AA.ARR.AC.GROUP.INTEREST>CR2.ZERO.INT.BAL",,
"AA.ARR.AC.GROUP.INTEREST>CR2.ZERO.INT.OC",,
"AA.ARR.AC.GROUP.INTEREST>CR2.ACCR.OPEN.AC",,
"AA.ARR.AC.GROUP.INTEREST>CR2.ACCR.CLOSE.AC",,
"AA.ARR.AC.GROUP.INTEREST>DR.MIN.WAIVE",,
"AA.ARR.AC.GROUP.INTEREST>DR2.MIN.WAIVE",,
"AA.ARR.AC.GROUP.INTEREST>MAX.LEGAL.RATE",,
"AA.ARR.AC.GROUP.INTEREST>MAX.DEBIT.CHG.RATE",,
"AA.ARR.AC.GROUP.INTEREST>APR.REQUIRED",,
"AA.ARR.AC.GROUP.INTEREST>DEFER.DB.INT.DAYS",,
"AA.ARR.AC.GROUP.INTEREST>DB.INT.PENDING.CAT|CATEGORY","type","strong"
"AA.ARR.AC.GROUP.INTEREST>CORR.AT.CAP.DATE",,
"AA.ARR.AC.GROUP.INTEREST>INT.POST.PERIOD",,
"AA.ARR.AC.GROUP.INTEREST>RATE.CHANGE.ADVICE",,
"AA.ARR.AC.GROUP.INTEREST>ADVICE.TYPE|EB.ADVICES","type","strong"
"AA.ARR.AC.GROUP.INTEREST>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.ARR.AC.GROUP.INTEREST>PR.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>PR.BRK.RES",,
"AA.ARR.AC.GROUP.INTEREST>DEFAULT.NEGOTIABLE",,
"AA.ARR.AC.GROUP.INTEREST>NR.ATTRIBUTE",,
"AA.ARR.AC.GROUP.INTEREST>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.ARR.AC.GROUP.INTEREST>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.ARR.AC.GROUP.INTEREST>NR.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>NR.MESSAGE",,
"AA.ARR.AC.GROUP.INTEREST>CHANGED.FIELDS",,
"AA.ARR.AC.GROUP.INTEREST>NEGOTIATED.FLDS",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.1",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.2",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.3",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.4",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.5",,
"AA.ARR.AC.GROUP.INTEREST>ID.COMP.6",,
"AA.ARR.AC.GROUP.INTEREST>TARGET.PRODUCT",,
"AA.ARR.AC.GROUP.INTEREST>STMT.NOS",,
"AA.ARR.AC.GROUP.INTEREST>CR.MIN.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>CR2.MIN.WAIVE",,
"AA.ARR.AC.GROUP.INTEREST>CR.TAX.KEY",,
"AA.ARR.AC.GROUP.INTEREST>CR.INTEREST.TAX.MIN",,
"AA.ARR.AC.GROUP.INTEREST>CR.NET.TAX",,
"AA.ARR.AC.GROUP.INTEREST>DR.TAX.KEY",,
"AA.ARR.AC.GROUP.INTEREST>DR.MIN.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>DR2.MIN.VALUE",,
"AA.ARR.AC.GROUP.INTEREST>PR.BRK.MSG",,
"AA.ARR.AC.GROUP.INTEREST>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE7",,
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE6",,
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE4",,
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE3",,
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE2",,
"AA.ARR.AC.GROUP.INTEREST>SYS.RESERVE1",,
"AA.ARR.AC.GROUP.INTEREST>NR.OPTIONS",,
"AA.ARR.AC.GROUP.INTEREST>BAL.CALC.ROUTINE",,
"AA.ARR.AC.GROUP.INTEREST>DB.INT.CALC.RND",,
"AA.ARR.AC.GROUP.INTEREST>CR.INT.CALC.RND",,
"AA.ARR.AC.GROUP.INTEREST>DB.INT.TOT.RND|EB.ROUNDING.RULE","type","strong"
"AA.ARR.AC.GROUP.INTEREST>CR.INT.TOT.RND|EB.ROUNDING.RULE","type","strong"
"AA.ARR.AC.GROUP.INTEREST>CR.BALANCE.TYPE",,
"AA.ARR.AC.GROUP.INTEREST>PR.RESERVED.3",,
"AA.ARR.AC.GROUP.INTEREST>PR.RESERVED.2",,
"AA.ARR.AC.GROUP.INTEREST>PR.RESERVED.1",,
"AA.ARR.AC.GROUP.INTEREST>PR.APP.METHOD",,
"AA.ARR.AC.GROUP.INTEREST>PR.APP.PERIOD",,
"AA.ARR.AC.GROUP.INTEREST>DEFAULT.ATTR.OPTION",,
"AA.ARR.AC.GROUP.INTEREST>OWNING.COMPANY|COMPANY","type","strong"
"AA.ARR.AC.GROUP.INTEREST>NR.ATTRIBUTE.RULE",,
"AA.ARR.AC.GROUP.INTEREST>NR.VALUE.SOURCE",,
"AA.ARR.ACCOUNT>@ID",,
"AA.ARR.ACCOUNT>ACTIVITY",,
"AA.ARR.ACCOUNT>ACTION",,
"AA.ARR.ACCOUNT>CATEGORY|CATEGORY","type","strong"
"AA.ARR.ACCOUNT>CURRENCY|CURRENCY","type","strong"
"AA.ARR.ACCOUNT>CURRENCY.MARKET|CURRENCY.MARKET","type","strong"
"AA.ARR.ACCOUNT>ACCOUNT.TITLE.1",,
"AA.ARR.ACCOUNT>ACCOUNT.TITLE.2",,
"AA.ARR.ACCOUNT>SHORT.TITLE",,
"AA.ARR.ACCOUNT>MNEMONIC",,
"AA.ARR.ACCOUNT>ALT.ID.TYPE",,
"AA.ARR.ACCOUNT>ALT.ID",,
"AA.ARR.ACCOUNT>CUSTOMER.REFERENCE",,
"AA.ARR.ACCOUNT>POSTING.RESTRICT|POSTING.RESTRICT","type","strong"
"AA.ARR.ACCOUNT>POSITION.TYPE|FX.POS.TYPE","type","strong"
"AA.ARR.ACCOUNT>BASE.DATE.TYPE",,
"AA.ARR.ACCOUNT>ANNIVERSARY",,
"AA.ARR.ACCOUNT>ACCOUNT.REFERENCE",,
"AA.ARR.ACCOUNT>ORIGINATION.REF",,
"AA.ARR.ACCOUNT>DATE.CONVENTION",,
"AA.ARR.ACCOUNT>DATE.ADJUSTMENT",,
"AA.ARR.ACCOUNT>BUS.DAY.CENTRES",,
"AA.ARR.ACCOUNT>PORTFOLIO.ID|SEC.ACC.MASTER","type","strong"
"AA.ARR.ACCOUNT>MANDATE.APPL|EB.MANDATE.PARAMETER","type","strong"
"AA.ARR.ACCOUNT>MANDATE.REG|EB.RULE.GATEWAY","type","strong"
"AA.ARR.ACCOUNT>MANDATE.RECORD|EB.MANDATE","type","strong"
"AA.ARR.ACCOUNT>REFERAL.CODE|REFERAL","type","strong"
"AA.ARR.ACCOUNT>INACTIVE.MONTHS",,
"AA.ARR.ACCOUNT>PASSBOOK",,
"AA.ARR.ACCOUNT>SHADOW.ACCOUNT",,
"AA.ARR.ACCOUNT>PR.ATTRIBUTE|AA.PERIODIC.ATTRIBUTE","type","strong"
"AA.ARR.ACCOUNT>PR.VALUE",,
"AA.ARR.ACCOUNT>PR.BRK.RES",,
"AA.ARR.ACCOUNT>PR.BRK.MSG",,
"AA.ARR.ACCOUNT>PR.BRK.CHARGE|AA.PROPERTY","type","strong"
"AA.ARR.ACCOUNT>PR.RESERVED.3",,
"AA.ARR.ACCOUNT>PR.RESERVED.2",,
"AA.ARR.ACCOUNT>PR.RESERVED.1",,
"AA.ARR.ACCOUNT>PR.APP.METHOD",,
"AA.ARR.ACCOUNT>PR.APP.PERIOD",,
"AA.ARR.ACCOUNT>SYS.RESERVE7",,
"AA.ARR.ACCOUNT>SYS.RESERVE6",,
"AA.ARR.ACCOUNT>SYS.RESERVE4",,
"AA.ARR.ACCOUNT>SYS.RESERVE3",,
"AA.ARR.ACCOUNT>SYS.RESERVE2",,
"AA.ARR.ACCOUNT>SYS.RESERVE1",,
"AA.ARR.ACCOUNT>DEFAULT.ATTR.OPTION",,
"AA.ARR.ACCOUNT>DEFAULT.NEGOTIABLE",,
"AA.ARR.ACCOUNT>NR.ATTRIBUTE",,
"AA.ARR.ACCOUNT>NR.OPTIONS",,
"AA.ARR.ACCOUNT>NR.STD.COMP|EB.STANDARD.COMPARISON","type","strong"
"AA.ARR.ACCOUNT>NR.TYPE|EB.COMPARISON.TYPE","type","strong"
"AA.ARR.ACCOUNT>NR.VALUE",,
"AA.ARR.ACCOUNT>NR.MESSAGE",,
"AA.ARR.ACCOUNT>CHANGED.FIELDS",,
"AA.ARR.ACCOUNT>NEGOTIATED.FLDS",,
"AA.ARR.ACCOUNT>ID.COMP.1",,
"AA.ARR.ACCOUNT>ID.COMP.2",,
"AA.ARR.ACCOUNT>ID.COMP.3",,
"AA.ARR.ACCOUNT>ID.COMP.4",,
"AA.ARR.ACCOUNT>ID.COMP.5",,
"AA.ARR.ACCOUNT>ID.COMP.6",,
"AA.ARR.ACCOUNT>TARGET.PRODUCT",,
"AA.ARR.ACCOUNT>STMT.NOS",,
"AA.ARR.ACCOUNT>GENERATE.IBAN",,
"AA.ARR.ACCOUNT>ACCOUNTING.COMPANY|COMPANY","type","strong"
"AA.ARR.ACCOUNT>BASE.DATE.KEY",,
"AA.ARR.ACCOUNT>START.DATE",,
"AA.ARR.ACCOUNT>BLOCKING.CODE",,
"AA.ARR.ACCOUNT>BLOCKING.REASON",,
"AA.ARR.ACCOUNT>EXPIRY.DATE",,
"AA.ARR.ACCOUNT>UNBLOCKING.CODE",,
"AA.ARR.ACCOUNT>UNBLOCKING.REASON",,
"AA.ARR.ACCOUNT>OWNING.COMPANY|COMPANY","type","strong"
"AA.ARR.ACCOUNT>MERGE.SELECTION",,
"AA.ARR.ACCOUNT>BALANCE.TREATMENT",,
"AA.ARR.ACCOUNT>LINK.AC.NUMBER|ACCOUNT","type","strong"
"AA.ARR.ACCOUNT>HVT.FLAG",,
"AA.ARR.ACCOUNT>BUNDLE.ARRANGEMENT",,
"AA.ARR.ACCOUNT>PARENT.ACCOUNT|ACCOUNT","type","strong"
"AA.ARR.ACCOUNT>EXTERNAL.POSTING",,
"AA.ARR.ACCOUNT>MULTI.CURRENCY",,
"AA.ARR.ACCOUNT>PARENT.BV.DATE",,
"AA.ARR.ACCOUNT>ALLOWED.BV.DATE",,
"AA.ARR.ACCOUNT>BALANCE.CONVERSION.MKT|CURRENCY.MARKET","type","strong"
"AA.ARR.ACCOUNT>NR.ATTRIBUTE.RULE",,
"AA.ARR.ACCOUNT>NR.VALUE.SOURCE",,
"AA.ARR.ACCOUNT>EARLY.PROCESSING",,
"AA.ARR.ACCOUNT>ON.RESTRUCTURE",,
"AA.ARR.ACCOUNTING>@ID",,
"AA.ARR.ACCOUNTING>ACTIVITY",,
"AA.ARR.ACCOUNTING>ACTION",,
"AA.ARR.ACCOUNTING>PROPERTY|AA.PROPERTY","type","strong"
"AA.ARR.ACCOUNTING>ACCT.ACTION",,
"AA.ARR.ACCOUNTING>ACCT.RULE|AC.ALLOCATION.RULE","type","strong"
"AA.ARR.ACCOUNTING>BOOKING.CM",,
